FID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,Pop25P_e18,Pop25P_m18,NoHS_e18,NoHS_m18,pNoHS_e18,pNoHS_m18,SomeHS_e18,SomeHS_m18,pSomeHS_e18,pSomeHS_m18,HSGrad_e18,HSGrad_m18,pHSGrad_e18,pHSGrad_m18,SomeColl_e18,SomeColl_m18,pSomeColl_e18,pSomeColl_m18,Associates_e18,Associates_m18,pAssociates_e18,pAssociates_m18,BA_e18,BA_m18,pBA_e18,pBA_m18,GradProf_e18,GradProf_m18,pGradProf_e18,pGradProf_m18,LtHS_e18,LtHS_m18,pLtHS_e18,pLtHS_m18,HSPlus_e18,HSPlus_m18,pHSPlus_e18,pHSPlus_m18,BAPlus_e18,BAPlus_m18,pBAPlus_e18,pBAPlus_m18,SHAPE_Length,SHAPE_Area
443,Northeast Georgia,Partial,30641,3485,ZCTA,ZCTA5 30641,1451,269,31,41,2.1,2.8,157,71,10.8,4.5,518,127,35.7,5.7,272,90,18.7,5.1,129,56,8.9,3.5,209,90,14.4,5.6,135,65,9.3,4.2,188,82,13,5.1,1263,199,87,21.2,344,111,23.7,6.3,0.522290211804482,0.0086658061643413
444,Central Savannah River Area,No,30808,3542,ZCTA,ZCTA5 30808,3033,273,227,106,7.5,3.4,458,147,15.1,4.7,1221,192,40.3,5.2,651,169,21.5,5.2,197,97,6.5,3.1,216,90,7.1,2.9,63,53,2.1,1.7,685,181,22.6,5.6,2348,293,77.4,6.7,279,105,9.2,3.4,0.688034704699797,0.0162032002635754
445,Northeast Georgia,No,30642,3486,ZCTA,ZCTA5 30642,9121,258,370,123,4.1,1.3,886,192,9.7,2.1,2702,323,29.6,3.4,1692,218,18.6,2.3,589,162,6.5,1.8,1656,197,18.2,2.1,1226,169,13.4,1.8,1256,228,13.8,2.5,7865,495,86.2,4.9,2882,259,31.6,2.7,1.77420501373872,0.0530579575527761
446,Central Savannah River Area,No,30809,3543,ZCTA,ZCTA5 30809,29332,1227,478,219,1.6,0.7,1068,299,3.6,1,5660,637,19.3,2,6058,698,20.7,2.2,2769,507,9.4,1.7,8009,676,27.3,2,5290,499,18,1.5,1546,371,5.3,1.2,27786,1362,94.7,2.4,13299,840,45.3,2.1,0.604694978152921,0.0112444119280566
447,Georgia Mountains,No,30643,3487,ZCTA,ZCTA5 30643,11596,542,599,185,5.2,1.6,1461,284,12.6,2.4,4054,414,35,3.2,2690,375,23.2,3,995,238,8.6,2,1033,215,8.9,1.8,764,209,6.6,1.8,2060,339,17.8,2.8,9536,677,82.2,4.4,1797,300,15.5,2.5,1.17382435527091,0.0347879692203995
448,Central Savannah River Area,No,30810,3544,ZCTA,ZCTA5 30810,1366,107,147,46,10.8,3.2,215,63,15.7,4.5,596,91,43.6,5.7,283,73,20.7,5.1,31,20,2.3,1.4,82,40,6,2.9,12,32,0.9,2.3,362,78,26.5,5.3,1004,129,73.5,7.4,94,51,6.9,3.7,1.09774119642736,0.0206937753439633
449,Northeast Georgia,No,30646,3488,ZCTA,ZCTA5 30646,4369,495,342,178,7.8,4,419,159,9.6,3.5,1444,267,33.1,4.8,779,210,17.8,4.4,365,146,8.4,3.2,571,198,13.1,4.3,449,150,10.3,3.2,761,238,17.4,5.1,3608,445,82.6,4,1020,248,23.3,5,0.781381108873822,0.00894858149852686
450,Central Savannah River Area,No,30812,3545,ZCTA,ZCTA5 30812,389,337,43,51,11.1,9.1,55,44,14.1,16.6,151,109,38.8,43.7,103,140,26.5,27.7,8,14,2.1,3,29,40,7.5,8,0,32,0,8.2,98,67,25.2,27.9,291,185,74.8,80.3,29,51,7.5,11.4,0.0275971352793022,3.33795295464555e-05
451,Northeast Georgia,No,30648,3489,ZCTA,ZCTA5 30648,2249,296,120,80,5.3,3.5,346,127,15.4,5.3,944,185,42,6.1,313,91,13.9,3.6,220,97,9.8,4.1,141,69,6.3,3,165,62,7.3,2.6,466,150,20.7,6.1,1783,246,79.3,3.3,306,93,13.6,3.7,1.14729489004602,0.0214024204403118
452,Central Savannah River Area,No,30813,3546,ZCTA,ZCTA5 30813,28150,1477,634,232,2.3,0.8,1626,406,5.8,1.4,7373,899,26.2,2.9,6424,810,22.8,2.6,3853,674,13.7,2.3,5776,674,20.5,2.1,2464,467,8.8,1.6,2260,467,8,1.6,25890,1610,92,3.1,8240,820,29.3,2.5,0.698637167529078,0.0125082022254002
453,Northeast Georgia,Partial,30650,3490,ZCTA,ZCTA5 30650,8151,387,354,129,4.3,1.6,684,198,8.4,2.4,2652,359,32.5,4.1,1841,316,22.6,3.7,744,197,9.1,2.4,998,225,12.2,2.7,878,216,10.8,2.6,1038,236,12.7,2.8,7113,603,87.3,6.1,1876,312,23,3.7,1.83437729709217,0.056374560701792
454,Central Savannah River Area,No,30814,3547,ZCTA,ZCTA5 30814,5570,697,410,166,7.4,2.8,516,185,9.3,3.1,2034,351,36.5,4.4,1661,424,29.8,6.6,394,121,7.1,2,391,111,7,1.8,164,63,2.9,1.1,926,248,16.6,3.9,4644,578,83.4,14.7,555,128,10,1.9,0.780571004290487,0.0128506178787936
455,Northeast Georgia,Yes,30655,3491,ZCTA,ZCTA5 30655,16063,687,527,184,3.3,1.1,2225,362,13.9,2.2,6072,571,37.8,3.2,3055,363,19,2.1,1175,228,7.3,1.4,2054,322,12.8,1.9,955,186,5.9,1.1,2752,406,17.1,2.4,13311,806,82.9,3.5,3009,372,18.7,2.2,1.17139918400228,0.0219829698776104
456,Central Savannah River Area,No,30815,3548,ZCTA,ZCTA5 30815,27061,1080,1235,291,4.6,1.1,2387,380,8.8,1.4,8715,692,32.2,2.2,7067,657,26.1,2.2,3061,381,11.3,1.3,3254,430,12,1.5,1342,276,5,1,3622,479,13.4,1.7,23439,1148,86.6,2.5,4596,511,17,1.8,1.68364198215517,0.0328997968067495
457,Northeast Georgia,Yes,30656,3492,ZCTA,ZCTA5 30656,11422,699,253,120,2.2,1,1018,243,8.9,2.1,4467,578,39.1,4.5,2076,357,18.2,2.9,1024,236,9,2,1746,306,15.3,2.5,838,221,7.3,1.9,1271,271,11.1,2.3,10151,812,88.9,4.6,2584,377,22.6,3,0.800531539547838,0.0177899779503247
458,Central Savannah River Area,No,30816,3549,ZCTA,ZCTA5 30816,1504,318,60,36,4,2.2,305,134,20.3,7.8,558,148,37.1,5.9,302,110,20.1,5.9,128,75,8.5,4.7,142,82,9.4,5,9,29,0.6,1.9,365,139,24.3,7.7,1139,217,75.7,21.6,151,86,10,5.3,1.63210524516131,0.032944557359697
459,CSRA / NE,No,30660,3493,ZCTA,ZCTA5 30660,737,177,61,47,8.3,6,76,44,10.3,5.4,433,120,58.8,8.2,103,38,14,3.9,14,18,1.9,2.5,11,11,1.5,1.5,39,25,5.3,3.1,137,64,18.6,7.5,600,130,81.4,26.4,50,27,6.8,3.4,1.20611463621655,0.0253245880939906
460,Central Savannah River Area,No,30817,3550,ZCTA,ZCTA5 30817,5549,97,332,118,6,2.1,667,157,12,2.8,2280,192,41.1,3.4,1089,164,19.6,2.9,435,106,7.8,1.9,509,116,9.2,2.1,237,77,4.3,1.4,999,196,18,3.5,4550,307,82,5.3,746,139,13.4,2.5,1.63094837305781,0.0588573999773704
461,GM / NE,No,30662,3494,ZCTA,ZCTA5 30662,5855,396,378,108,6.5,1.8,858,179,14.7,2.9,2457,274,42,3.7,1018,175,17.4,2.7,432,114,7.4,1.9,428,102,7.3,1.7,284,83,4.9,1.4,1236,209,21.1,3.3,4619,368,78.9,3.3,712,131,12.2,2.1,1.07504332608832,0.0205222937978344
462,Central Savannah River Area,No,30818,3551,ZCTA,ZCTA5 30818,517,204,0,37,0,7.1,31,45,6,8.4,310,136,60,11.7,118,92,22.8,15.4,9,19,1.7,3.6,11,21,2.1,3.9,38,56,7.4,10.5,31,58,6,11,486,176,94,50.4,49,60,9.5,10.9,0.585888511213648,0.00839553177845638
463,Central Savannah River Area,No,30820,3552,ZCTA,ZCTA5 30820,748,129,11,37,1.5,4.9,99,52,13.2,6.6,281,75,37.6,7.7,195,62,26.1,6.9,67,34,9,4.3,78,51,10.4,6.5,17,31,2.3,4.1,110,64,14.7,8.1,638,119,85.3,6.1,95,59,12.7,7.6,1.16848269763548,0.021246812602004
464,Central Savannah River Area,No,30821,3553,ZCTA,ZCTA5 30821,582,133,83,39,14.3,5.9,100,55,17.2,8.5,200,70,34.4,9.1,115,49,19.8,7.2,2,13,0.3,2.3,50,38,8.6,6.2,32,40,5.5,6.7,183,67,31.4,9.1,399,103,68.6,8.1,82,55,14.1,8.9,1.21811282027916,0.0261518558086991
465,Central Savannah River Area,No,30822,3554,ZCTA,ZCTA5 30822,583,220,0,37,0,6.3,95,107,16.3,17.2,359,137,61.6,3.8,111,74,19,10.5,0,18,0,3.2,18,32,3.1,5.3,0,32,0,5.5,95,113,16.3,18.3,488,163,83.7,42.2,18,45,3.1,7.6,0.659566353137586,0.00879644193464912
466,Central Savannah River Area,No,30823,3555,ZCTA,ZCTA5 30823,1111,189,154,80,13.9,6.8,203,91,18.3,7.5,352,99,31.7,7.1,176,68,15.8,5.5,50,35,4.5,3,152,77,13.7,6.5,24,24,2.2,2.1,357,121,32.1,9.4,754,149,67.9,6.7,176,81,15.8,6.8,1.18738757952894,0.0182413104011471
467,Central Savannah River Area,No,30824,3556,ZCTA,ZCTA5 30824,11220,322,386,152,3.4,1.3,1464,308,13,2.7,4547,442,40.5,3.8,2268,330,20.2,2.9,862,178,7.7,1.6,976,154,8.7,1.3,717,236,6.4,2.1,1850,343,16.5,3,9370,644,83.5,5.2,1693,281,15.1,2.5,1.68867751845851,0.0518774652414486
468,Central Savannah River Area,No,30828,3557,ZCTA,ZCTA5 30828,3101,154,282,82,9.1,2.6,541,127,17.4,4,1379,171,44.5,5.1,251,74,8.1,2.3,229,89,7.4,2.8,259,92,8.4,2.9,160,73,5.2,2.3,823,151,26.5,4.7,2278,238,73.5,6.7,419,117,13.5,3.7,1.53076356642494,0.0343951109658851
469,Central Savannah River Area,No,30830,3558,ZCTA,ZCTA5 30830,8827,428,424,151,4.8,1.7,1169,275,13.2,3,3436,353,38.9,3.5,1652,307,18.7,3.4,849,251,9.6,2.8,691,182,7.8,2,606,165,6.9,1.8,1593,314,18,3.4,7234,584,82,5.3,1297,245,14.7,2.7,2.69391922957759,0.0907304006121209
470,Central Savannah River Area,No,30833,3559,ZCTA,ZCTA5 30833,2096,255,152,83,7.3,3.9,381,148,18.2,6.7,791,138,37.7,4.7,336,102,16,4.5,82,45,3.9,2.1,292,99,13.9,4.4,62,39,3,1.8,533,170,25.4,7.5,1563,207,74.6,3.9,354,106,16.9,4.6,0.817871748900164,0.0171005381662875
471,Central Savannah River Area,No,30901,3560,ZCTA,ZCTA5 30901,11149,597,663,148,5.9,1.3,2475,365,22.2,3.1,3970,397,35.6,3,2093,322,18.8,2.7,617,166,5.5,1.5,792,172,7.1,1.5,539,141,4.8,1.2,3138,394,28.1,3.2,8011,582,71.9,3.5,1331,222,11.9,1.9,0.527005103864245,0.00539822900284299
472,Central Savannah River Area,No,30903,3561,ZCTA,ZCTA5 30903,419,186,0,37,0,8.8,0,37,0,8.8,70,70,16.7,15,40,68,9.5,15.6,0,18,0,4.4,228,117,54.4,13.9,81,85,19.3,18.4,0,52,0,12.4,419,175,100,61,309,144,73.7,10.7,0.028063749311439,4.26756312644672e-05
473,Central Savannah River Area,No,30904,3562,ZCTA,ZCTA5 30904,17499,862,754,199,4.3,1.1,2165,410,12.4,2.3,4866,526,27.8,2.7,3728,457,21.3,2.4,1099,259,6.3,1.4,3006,408,17.2,2.2,1881,266,10.7,1.4,2919,456,16.7,2.5,14580,889,83.3,3,4887,487,27.9,2.4,0.334442524604438,0.00278297654808002
474,Central Savannah River Area,No,30905,3563,ZCTA,ZCTA5 30905,2439,310,63,67,2.6,2.7,21,54,0.9,2.2,505,136,20.7,4.9,836,201,34.3,7,284,94,11.6,3.6,584,149,23.9,5.3,146,82,6,3.3,84,86,3.4,3.5,2355,311,96.6,3.4,730,170,29.9,5.8,0.300964877910562,0.00352175991457617
475,Central Savannah River Area,No,30906,3564,ZCTA,ZCTA5 30906,36879,1227,1813,367,4.9,1,6287,649,17,1.7,13341,883,36.2,2.1,8878,709,24.1,1.7,2609,383,7.1,1,2328,371,6.3,1,1623,292,4.4,0.8,8100,746,22,1.9,28779,1286,78,2.3,3951,472,10.7,1.2,1.43510617654178,0.0215463909000319
476,Central Savannah River Area,No,30907,3565,ZCTA,ZCTA5 30907,36918,1250,1002,341,2.7,0.9,1704,433,4.6,1.2,9613,986,26,2.5,7778,712,21.1,1.8,3457,481,9.4,1.3,7634,694,20.7,1.7,5730,551,15.5,1.4,2706,551,7.3,1.5,34212,1580,92.7,2.9,13364,886,36.2,2.1,0.522700253213443,0.00633833723679767
477,Central Savannah River Area,No,30909,3566,ZCTA,ZCTA5 30909,28993,1319,983,359,3.4,1.2,2000,414,6.9,1.4,6808,766,23.5,2.4,6474,705,22.3,2.2,2758,567,9.5,1.9,5673,692,19.6,2.2,4297,488,14.8,1.5,2983,548,10.3,1.8,26010,1457,89.7,2.9,9970,847,34.4,2.5,0.533421813709564,0.00656200246089702
478,Central Savannah River Area,No,30912,3567,ZCTA,ZCTA5 30912,88,55,10,37,11.4,41,13,36,14.8,40.4,29,35,33,34.5,13,26,14.8,28.4,5,16,5.7,18.3,14,19,15.9,18.9,4,30,4.5,34.1,23,52,26.1,56.4,65,59,73.9,48.5,18,36,20.5,38.3,0.0362438781067235,3.70770992824346e-05
479,Heart of Georgia Altamaha,No,31001,3568,ZCTA,ZCTA5 31001,3426,169,205,70,6,2,474,93,13.8,2.6,1660,171,48.5,4.4,612,95,17.9,2.6,158,55,4.6,1.6,171,50,5,1.5,146,65,4.3,1.9,679,116,19.8,3.2,2747,219,80.2,5,317,82,9.3,2.4,1.67740749481863,0.0439928130272042
480,Atlanta Regional Commission,Yes,30038,3171,ZCTA,ZCTA5 30038,25381,1014,355,225,1.4,0.9,1735,483,6.8,1.9,5888,860,23.2,3.3,6724,912,26.5,3.4,2739,601,10.8,2.3,5189,716,20.4,2.7,2751,505,10.8,1.9,2090,533,8.2,2.1,23291,1643,91.8,5.3,7940,877,31.3,3.2,0.469856970135006,0.00741288858553353
481,Atlanta Regional Commission,Yes,30039,3172,ZCTA,ZCTA5 30039,28511,1202,812,266,2.8,0.9,1315,328,4.6,1.1,7477,863,26.2,2.8,6709,782,23.5,2.6,3114,525,10.9,1.8,5766,629,20.2,2,3318,560,11.6,1.9,2127,423,7.5,1.4,26384,1530,92.5,3.7,9084,842,31.9,2.6,0.467116515841008,0.0064309012562554
482,Coastal Regional Commission,No,31323,3677,ZCTA,ZCTA5 31323,919,117,105,62,11.4,6.6,105,41,11.4,4.2,383,83,41.7,7.4,184,52,20,5.1,34,22,3.7,2.4,84,41,9.1,4.3,24,29,2.6,3.1,210,75,22.9,7.6,709,113,77.1,7.3,108,50,11.8,5.2,1.86080261654093,0.0333158142771837
483,Coastal Regional Commission,No,31324,3678,ZCTA,ZCTA5 31324,16189,389,227,105,1.4,0.6,563,182,3.5,1.1,3350,401,20.7,2.4,3787,413,23.4,2.5,1683,301,10.4,1.8,4252,433,26.3,2.6,2327,322,14.4,2,790,210,4.9,1.3,15399,845,95.1,4.7,6579,540,40.6,3.2,1.30009000807194,0.0351692676532861
484,Coastal Regional Commission,No,31326,3679,ZCTA,ZCTA5 31326,13097,519,498,170,3.8,1.3,815,193,6.2,1.5,4342,432,33.2,3,2802,381,21.4,2.8,1461,283,11.2,2.1,2217,302,16.9,2.2,962,217,7.3,1.6,1313,257,10,1.9,11784,741,90,4.4,3179,372,24.3,2.7,0.903738641103282,0.0174588111403629
485,River Valley,No,31909,3853,ZCTA,ZCTA5 31909,25665,998,610,182,2.4,0.7,907,235,3.5,0.9,5318,615,20.7,2.3,6952,685,27.1,2.5,2858,419,11.1,1.6,5979,552,23.3,1.9,3041,422,11.8,1.6,1517,297,5.9,1.1,24148,1227,94.1,3.1,9020,694,35.1,2.3,0.440168581785269,0.00457253060846103
486,Southwest Georgia,No,39813,3854,ZCTA,ZCTA5 39813,1418,181,85,52,6,3.6,259,93,18.3,6.2,419,99,29.5,5.9,306,95,21.6,6.1,67,38,4.7,2.6,138,72,9.7,4.9,144,85,10.2,5.9,344,107,24.3,6.9,1074,181,75.7,8.3,282,111,19.9,7.4,1.21719180202148,0.0304747390028047
487,Atlanta Regional Commission,Yes,30322,3336,ZCTA,ZCTA5 30322,52,36,0,37,0,70.7,0,37,0,70.7,7,18,13.5,34.1,11,27,21.2,49.9,0,18,0,35.4,29,31,55.8,45.1,5,31,9.6,58.7,0,52,0,100,52,57,100,86.2,34,44,65.4,70.5,0.0626069304847286,0.000109087271823479
488,Atlanta Regional Commission,Yes,30324,3337,ZCTA,ZCTA5 30324,21231,1063,343,134,1.6,0.6,793,393,3.7,1.8,2104,456,9.9,2.1,2328,418,11,1.9,790,239,3.7,1.1,9073,803,42.7,3.1,5800,572,27.3,2.3,1136,415,5.4,1.9,20095,1188,94.6,3,14873,985,70.1,3,0.3105808393012,0.00133822435619334
489,Atlanta Regional Commission,Yes,30326,3338,ZCTA,ZCTA5 30326,4943,553,150,152,3,3.1,59,74,1.2,1.5,450,199,9.1,3.9,458,162,9.3,3.1,110,82,2.2,1.6,1916,375,38.8,6.2,1800,345,36.4,5.7,209,169,4.2,3.4,4734,576,95.8,4.6,3716,509,75.2,5.9,0.0741935999108078,0.000174540624687314
490,Atlanta Regional Commission,Yes,30327,3339,ZCTA,ZCTA5 30327,16341,655,67,75,0.4,0.5,83,64,0.5,0.4,798,238,4.9,1.4,1418,218,8.7,1.3,310,117,1.9,0.7,6735,460,41.2,2.3,6930,453,42.4,2.2,150,98,0.9,0.6,16191,731,99.1,2.1,13665,646,83.6,2.1,0.413904086559022,0.00431017632757105
491,Atlanta Regional Commission,Yes,30328,3340,ZCTA,ZCTA5 30328,27537,1050,355,144,1.3,0.5,583,206,2.1,0.7,2625,489,9.5,1.7,3149,468,11.4,1.6,1201,302,4.4,1.1,11530,726,41.9,2.1,8094,718,29.4,2.4,938,251,3.4,0.9,26599,1262,96.6,2.7,19624,1021,71.3,2.5,0.327621929363748,0.00331777540291407
492,Atlanta Regional Commission,Yes,30329,3341,ZCTA,ZCTA5 30329,18631,983,2052,371,11,1.9,1121,268,6,1.4,2797,388,15,1.9,2361,374,12.7,1.9,668,182,3.6,1,5192,464,27.9,2,4440,405,23.8,1.8,3173,458,17,2.3,15458,839,83,1.1,9632,616,51.7,1.9,0.346812511377053,0.00137736176965372
493,Atlanta Regional Commission,Yes,30331,3342,ZCTA,ZCTA5 30331,42674,1964,924,359,2.2,0.8,4235,714,9.9,1.6,11308,1085,26.5,2.2,9245,1026,21.7,2.2,3629,590,8.5,1.3,7126,855,16.7,1.9,6207,730,14.5,1.6,5159,800,12.1,1.8,37515,1960,87.9,2.2,13333,1124,31.2,2.2,0.804743500112794,0.0094768263806371
494,Atlanta Regional Commission,Yes,30332,3343,ZCTA,ZCTA5 30332,55,41,0,37,0,66.9,0,37,0,66.9,0,18,0,33.4,37,33,67.3,34,0,18,0,33.4,18,30,32.7,48.7,0,32,0,57.9,0,52,0,94.5,55,61,100,81.7,18,44,32.7,75.7,0.0194097671429022,2.12241510685e-05
495,Atlanta Regional Commission,Yes,30334,3344,ZCTA,ZCTA5 30334,0,13,0,37,,,0,37,,,0,18,,,0,26,,,0,18,,,0,18,,,0,32,,,0,52,,,0,52,,,0,37,,,0.0205817793478529,1.2319423658005e-05
496,Atlanta Regional Commission,Yes,30336,3345,ZCTA,ZCTA5 30336,213,142,4,35,1.9,16.5,23,39,10.8,17.1,34,40,16,15.6,59,40,27.7,3.9,6,18,2.8,8.1,78,82,36.6,29.5,9,33,4.2,15.1,27,53,12.7,23.4,186,106,87.3,76.6,87,88,40.8,31,0.426228423292086,0.00268933868235149
497,Atlanta Regional Commission,Yes,30337,3346,ZCTA,ZCTA5 30337,9104,590,250,129,2.7,1.4,797,226,8.8,2.4,2800,407,30.8,4,2008,333,22.1,3.4,733,197,8.1,2.1,1717,261,18.9,2.6,799,175,8.8,1.8,1047,260,11.5,2.8,8057,644,88.5,4.1,2516,315,27.6,3,0.321085396154462,0.003037781233298
498,Atlanta Regional Commission,Yes,30338,3347,ZCTA,ZCTA5 30338,24501,725,153,92,0.6,0.4,294,180,1.2,0.7,2262,376,9.2,1.5,2469,363,10.1,1.5,1222,272,5,1.1,10054,622,41,2.2,8047,571,32.8,2.1,447,202,1.8,0.8,24054,1030,98.2,3,18101,845,73.9,2.7,0.271718799056631,0.00249949297451172
499,Atlanta Regional Commission,Yes,30339,3348,ZCTA,ZCTA5 30339,18347,816,196,144,1.1,0.8,142,86,0.8,0.5,1984,461,10.8,2.5,2235,372,12.2,2,744,198,4.1,1.1,7925,661,43.2,3,5121,531,27.9,2.6,338,167,1.8,0.9,18009,1053,98.2,3.7,13046,848,71.1,3.4,0.47311372069965,0.00216898725046205
500,Atlanta Regional Commission,Yes,30340,3349,ZCTA,ZCTA5 30340,17583,810,2550,362,14.5,1.9,1637,319,9.3,1.8,4518,507,25.7,2.6,2815,362,16,1.9,967,192,5.5,1.1,3305,356,18.8,1.8,1791,237,10.2,1.3,4187,482,23.8,2.5,13396,779,76.2,2.7,5096,428,29,2,0.368252093045332,0.00215778082059402
501,Atlanta Regional Commission,Yes,30341,3350,ZCTA,ZCTA5 30341,21935,821,2121,347,9.7,1.5,1074,243,4.9,1.1,3506,428,16,1.9,2755,397,12.6,1.7,1106,223,5,1,6883,626,31.4,2.6,4490,494,20.5,2.1,3195,423,14.6,1.9,18740,1013,85.4,3.3,11373,797,51.8,3.1,0.401921175773449,0.00256525871190544
502,Atlanta Regional Commission,Yes,30342,3351,ZCTA,ZCTA5 30342,20512,934,1390,412,6.8,2,575,229,2.8,1.1,1949,439,9.5,2.1,1934,370,9.4,1.8,819,233,4,1.1,8926,680,43.5,2.7,4919,461,24,2,1965,471,9.6,2.3,18547,1029,90.4,2.9,13845,821,67.5,2.6,0.309310251759361,0.00227436592297105
503,Atlanta Regional Commission,Yes,30344,3352,ZCTA,ZCTA5 30344,22146,875,810,210,3.7,0.9,1629,314,7.4,1.4,6684,606,30.2,2.5,5000,525,22.6,2.2,1927,350,8.7,1.5,3771,487,17,2.1,2325,354,10.5,1.5,2439,377,11,1.6,19707,1062,89,3.3,6096,602,27.5,2.5,0.456684322235786,0.00305136353754273
504,Atlanta Regional Commission,Yes,30345,3353,ZCTA,ZCTA5 30345,17633,810,1457,321,8.3,1.8,1292,350,7.3,2,1912,374,10.8,2.1,2191,373,12.4,2,906,224,5.1,1.2,5157,494,29.2,2.5,4718,430,26.8,2.1,2749,475,15.6,2.6,14884,870,84.4,3.1,9875,655,56,2.7,0.340978192713221,0.0018168271072512
505,Atlanta Regional Commission,Yes,30346,3354,ZCTA,ZCTA5 30346,4089,677,0,37,0,0.9,32,55,0.8,1.3,128,85,3.1,2,225,136,5.5,3.2,71,64,1.7,1.5,1863,464,45.6,8.5,1770,408,43.3,6.9,32,66,0.8,1.6,4057,641,99.2,22.7,3633,618,88.8,3.4,0.0662523498034957,0.000254146880727857
506,Atlanta Regional Commission,Yes,30349,3355,ZCTA,ZCTA5 30349,47660,1934,1060,246,2.2,0.5,2611,436,5.5,0.9,14071,1294,29.5,2.4,10296,930,21.6,1.7,4501,736,9.4,1.5,9731,1146,20.4,2.3,5390,795,11.3,1.6,3671,501,7.7,1,43989,2242,92.3,2.8,15121,1395,31.7,2.6,0.897071496905942,0.0116336543051892
507,Atlanta Regional Commission,Yes,30350,3356,ZCTA,ZCTA5 30350,27645,1035,577,252,2.1,0.9,698,261,2.5,0.9,5120,645,18.5,2.2,4402,542,15.9,1.9,1989,359,7.2,1.3,10081,712,36.5,2.2,4778,416,17.3,1.4,1275,363,4.6,1.3,26370,1233,95.4,2.7,14859,825,53.7,2.2,0.402517966484657,0.00334637986531855
508,Atlanta Regional Commission,Yes,30354,3357,ZCTA,ZCTA5 30354,10787,654,560,293,5.2,2.7,1478,347,13.7,3.1,3563,519,33,4.4,2462,463,22.8,4.1,786,219,7.3,2,1411,335,13.1,3,527,193,4.9,1.8,2038,454,18.9,4.1,8749,826,81.1,5.9,1938,387,18,3.4,0.301787675702619,0.00271275533093722
509,Atlanta Regional Commission,Yes,30360,3358,ZCTA,ZCTA5 30360,9975,537,1363,262,13.7,2.5,558,170,5.6,1.7,1951,296,19.6,2.8,1397,213,14,2,651,158,6.5,1.5,2406,226,24.1,1.9,1649,226,16.5,2.1,1921,313,19.3,3,8054,510,80.7,2.7,4055,320,40.7,2.3,0.288345638372258,0.00151394688724557
510,Three Rivers,Partial,30224,3278,ZCTA,ZCTA5 30224,16749,891,524,176,3.1,1,2029,391,12.1,2.2,5388,558,32.2,2.9,3600,446,21.5,2.4,1400,312,8.4,1.8,2412,421,14.4,2.4,1396,263,8.3,1.5,2553,429,15.2,2.4,14196,924,84.8,3.2,3808,496,22.7,2.7,1.17731277481326,0.0168243550978473
511,Atlanta Regional Commission,Yes,30363,3359,ZCTA,ZCTA5 30363,2230,414,14,41,0.6,1.8,43,53,1.9,2.3,106,76,4.8,3.3,268,135,12,5.6,118,93,5.3,4.1,1066,283,47.8,9.1,615,166,27.6,5.4,57,67,2.6,3,2173,375,97.4,24.7,1681,328,75.4,4.6,0.0465827162417416,8.05679262434396e-05
512,Heart of Georgia Altamaha,No,30401,3360,ZCTA,ZCTA5 30401,8587,343,550,146,6.4,1.7,1185,230,13.8,2.6,3822,350,44.5,3.7,1298,236,15.1,2.7,582,165,6.8,1.9,534,164,6.2,1.9,616,172,7.2,2,1735,272,20.2,3.1,6852,512,79.8,5,1150,238,13.4,2.7,2.33653227798516,0.0636627340967521
513,Heart of Georgia Altamaha,No,30410,3361,ZCTA,ZCTA5 30410,1138,174,57,40,5,3.4,72,39,6.3,3.3,387,91,34,6.1,306,80,26.9,5.7,54,30,4.7,2.5,154,54,13.5,4.3,108,39,9.5,3.1,129,56,11.3,4.6,1009,142,88.7,18.4,262,67,23,4.7,0.95607060083706,0.0166545350101107
514,Atlanta Regional Commission,Yes,30093,3205,ZCTA,ZCTA5 30093,32787,1483,6627,805,20.2,2.3,4092,595,12.5,1.7,9114,885,27.8,2.4,5325,602,16.2,1.7,1920,339,5.9,1,4183,588,12.8,1.7,1526,323,4.7,1,10719,1001,32.7,2.7,22068,1308,67.3,2.6,5709,671,17.4,1.9,0.403682526419587,0.00306142975592994
515,Atlanta Regional Commission,Yes,30094,3206,ZCTA,ZCTA5 30094,23229,1028,570,187,2.5,0.8,1432,315,6.2,1.3,6747,602,29,2.2,5324,656,22.9,2.6,2237,368,9.6,1.5,4623,576,19.9,2.3,2296,369,9.9,1.5,2002,366,8.6,1.5,21227,1181,91.4,3.1,6919,683,29.8,2.6,0.571652558548072,0.0103131556922235
516,Atlanta Regional Commission,Yes,30096,3207,ZCTA,ZCTA5 30096,45143,1210,3127,452,6.9,1,2244,390,5,0.9,10259,834,22.7,1.7,8154,668,18.1,1.4,4577,577,10.1,1.2,11132,674,24.7,1.3,5650,556,12.5,1.2,5371,597,11.9,1.3,39772,1496,88.1,2.3,16782,874,37.2,1.7,0.57232844488385,0.00588521294642819
517,ARC / GM,Yes,30097,3208,ZCTA,ZCTA5 30097,32484,1391,796,266,2.5,0.8,1088,298,3.3,0.9,3929,597,12.1,1.8,3826,513,11.8,1.5,2803,482,8.6,1.4,11538,765,35.5,1.8,8504,748,26.2,2,1884,400,5.8,1.2,30600,1413,94.2,1.6,20042,1070,61.7,2,0.782328230398587,0.00580005151233135
